Search_Term,Video_URL,Video_Title,Channel_Name,Total_Subscribers,Total_Views,Total_Likes,Total_Dislikes,Total_Comments,Video_Description,Total_times_User_added_to_favorites,Video_Length,Video_Category,Video_Tags,Age_Restrictions,License,Captions_Available,search_term_video_url,domain,Relevant,Owner,Comments
Social Support,https://www.youtube.com/watch?v=S7SdK7qnwLg,The Importance of a Social Support System,The Live Love Laugh Foundation,unknown,19982,342,0,0,"This World Suicide Prevention Day, letâ€™s do our best to lend support to those who need it the most. Having a strong support system helps decrease the feeling of loneliness and increases the ability to feel hope. If you know someone who is suffering from depression or exhibiting suicidal tendencies, reach out and offer your support. Together against depression, we can make a difference.",0,0:00:59,People & Blogs,"['mental health awareness', 'together against depression', 'dobarapoocho', 'world suicide prevention day', 'TLLLF', 'foundation', 'awareness', 'mental health', 'depression', 'deepika padukone', 'lets talk', 'WHO', 'depression can be cured', 'you are not alone', 'talk', 'support', 'help']",,youtube,,Social Support_https://www.youtube.com/watch?v=S7SdK7qnwLg,High_Profile,Yes,Prajukta,
Social Support,https://www.youtube.com/watch?v=e1jtVFc_l1U,How To Develop An Awesome Social Support System,AG Thrive,unknown,5176,75,0,6,"Is your social support system helping you or hindering you? Dr. Andy discusses tools you can use to build the optimal social support system, enabling you to become more resilient, more likely to take risks, and feel more connected and engaged.",0,0:05:07,People & Blogs,"['AG Thrive', 'Grow the Life you want', 'grow', 'thrive', 'life coach', 'andy garrett', 'thrive in five']",,youtube,,Social Support_https://www.youtube.com/watch?v=e1jtVFc_l1U,High_Profile,Yes,Prajukta,
Social Support,https://www.youtube.com/watch?v=8az-gfljEbg,Building Social Connections,havethattalk,5,100731,547,0,0,Connecting with people we care about is an important way to protect and improve our mental health. Find out ways to improve your connections or make new ones.,0,0:03:15,Nonprofits & Activism,"['Have That Talk', 'Have', 'That', 'Talk', 'mental health', 'suicide', 'depression', 'Ottawa', 'resiliency', 'resources', 'parenting', 'parent', 'parents', 'nurse', 'public health', 'social media', 'teen', 'depressed', 'suicidal', 'healthy', 'middle school', 'high school', 'development', 'behaviour', 'communication', 'family']",,youtube,,Social Support_https://www.youtube.com/watch?v=8az-gfljEbg,High_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=KVjfFN89qvQ,The Science of Gratitude & How to Build a Gratitude Practice | Huberman Lab Podcast #47,Andrew Huberman,unknown,733683,21706,0,1615,"In this episode, I discuss the science of gratitude, which has been shown in peer-reviewed studies to have tremendous positive effects on mental and physical health. I explain, however, that most commonly used gratitude practices are ineffective (such as gratitude lists). The key elements of highly effective gratitude practices are described, including the essential need for story (narrative), receiving or perceiving gratitude rather than giving it, and the role that theory of mind plays in this context. I also discuss why we can't simply make up feelings of gratitude and how reluctance undermines the process. I also explain the neural circuit mechanisms that underlie the reductions in fear and increases in motivation and lowering of inflammatory chemicals that effective narrative-based gratitude can trigger. Throughout the episode, I use the science of gratitude to design a brief but highly effective protocol. 

Thank you to our sponsors:
ROKA - https://www.roka.com - code ""huberman""
InsideTracker - https://www.insidetracker.com/huberman
Magic Spoon - https://www.magicspoon.com/huberman

Our Patreon page:
https://www.patreon.com/andrewhuberman

Supplements from Thorne:
https://www.thorne.com/u/huberman

Social:
Instagram - https://www.instagram.com/hubermanlab
Twitter - https://twitter.com/hubermanlab
Facebook - https://www.facebook.com/hubermanlab
Website - https://hubermanlab.com
Newsletter - https://hubermanlab.com/neural-network

Links:
Neural Correlates of Gratitude (Damasio) - https://bit.ly/3oS8TNr
Reducing Inflammatory Cytokines & Fear With Gratitude - https://bit.ly/3oPsSwv

Timestamps:
00:00:00 Introduction: Gratitude Science & Surprises
00:01:50 Controlling Heart Rate with Story
00:04:33 Sponsors: ROKA, InsideTracker, Magic Spoon
00:09:11 Major, Long-Lasting Benefits of Gratitude Practice
00:12:20 Prosocial vs. Defensive Thinking, Behaviors, & Neural Circuits 
00:17:50 Why We All Need an Effective Gratitude Practice
00:21:22 Neurochemistry & Neural Circuits of Gratitude
00:25:10 Prefrontal Cortex Set Context
00:30:10 Ineffective Gratitude Practices; Autonomic Variables
00:34:55 Key Features of Effective Gratitude Practices: Receiving Thanks & Story
00:42:30 Theory of Mind Is Key
00:45:50 Building Effective Gratitude Practices: Adopting Narratives, Duration
00:52:28 Narratives That Shift Brain-Body Circuits 
00:56:15 You Canâ€™t Lie About Liking Something; Reluctance In Giving
00:59:55 How Gratitude Changes Your Brain: Reduces Anxiety, Increases Motivation
01:03:00 5 Minutes (Is More Than Enough), 3X Weekly, Timing Each Day 
01:05:44 Empathy & Anterior Cingulate Cortex
01:07:35 Reducing Inflammation & Fear with Gratitude
01:10:56 Serotonin, Kanna/Zembrin 
01:16:00 Neuroplasticity, Pharmacology, Brain Machine Interfaces
01:18:50 The Best Gratitude Practices: & How To, My Protocol
01:24:25 Subscribe & Feedback, Supporting Sponsors, Supplements (Thorne)

Please note that The Huberman Lab Podcast is distinct from Dr. Huberman's teaching and research roles at Stanford University School of Medicine. The information provided in this show is not medical advice, nor should it be taken or applied as a replacement for medical advice. The Huberman Lab Podcast, its employees, guests and affiliates assume no liability for the application of the information discussed.

Title Card Photo Credit: Mike Blabac - https://www.blabacphoto.com",0,1:25:57,Science & Technology,"['andrew huberman', 'huberman lab podcast', 'huberman podcast', 'dr. andrew huberman', 'neuroscience', 'huberman lab', 'gratitude', 'gratitude practice', 'science of gratitude', 'happiness', 'how to be happy', 'the power of gratitude']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=KVjfFN89qvQ,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=pGrgON4IrOM,Gratitude: The most powerful Law of attraction technique| gratitude practice karna hai to aisey karo,Universe Connection by Suman Sharma,unknown,29801,1798,0,122,"Gratitude is an important part of Law of attraction.

In this video you will know about
Gratitude practice
How to do gratitude practice
Gratitude practice in hindi
Gratitude journal
Gratitude kaisey likhein
gratitude practice to manifest multiple dreams
how to do gratitude practice law of attraction
gratitude practice by Suman Sharma
gratitude

You can follow me on Instagram 

https://www.instagram.com/mani.festation369/
#gratitude #gratitudepractice #Suman",0,0:07:23,People & Blogs,"['Gratitude practice', 'How to do gratitude practice', 'Gratitude practice in hindi', 'Gratitude journal', 'Gratitude kaisey likhein', 'Gratitude', 'Gratitude Practice', 'Self-Help', 'act of gratitude', 'say thankyou', 'gratitude in hindi', 'thank you affirmation in hindi', 'Thank you Gratitude Affirmation', 'Thank you Gratitude Affirmation in hindi', 'gratitude affirmation in hindi', 'hindi affirmation', 'power of gratitude', 'power of gratitude in hindi', 'power of gratitude affirmation', 'the power of gratitude']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=pGrgON4IrOM,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=OLE1kAKQWIQ,How to Practice Gratitude,The Holistic Psychologist,unknown,44672,2565,0,125,"Pre-order my new book HOW TO DO THE WORK: https://www.amazon.com/How-Do-Work-Recognize-Patterns/dp/006301209X/ref=sr_1_1?dchild=1&keywords=how+to+do+the+work&qid=1603042397&sr=8-1
Free Healing Texts: 215-336-0012
Get my FREE Future Self Journal: www.yourholisticpsychologist.com
Follow me on Instagram: @the.holistic.psychologist
Follow me on Facebook: The Holistic Psychologist",0,0:04:06,Education,[],,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=OLE1kAKQWIQ,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=c_9sG-zG-hE,How to Practice Gratitude | Power of Gratitude | Ep 03 | Hindi Motivation | Hum Jeetenge,Hum Jeetenge,unknown,75800,5189,0,158,"Gratitude is the most powerful tool in Self-development, and there are several studies to verify its benefits. hence it is important to know how to practice gratitude. This is 3rd episode in the Power of Gratitude Series Hindi Motivation.

Hum Jeetenge 
---------------------------------------------------------------------------------------------------
à¤œà¥€à¤¤à¤¨à¥‡ à¤µà¤¾à¤²à¥‹à¤‚, à¤®à¥‡à¤°à¤¾ Goal à¤¹à¥ˆ à¤œà¤²à¥à¤¦à¥€ à¤¸à¥‡ à¤œà¤²à¥à¤¦à¥€ 5000 subscriptions à¤ªà¤¹à¥à¤‚à¤šà¤¨à¤¾|
Subscribe à¥›à¤°à¥‚à¤° à¥›à¤°à¥‚à¤° à¥›à¤°à¥‚à¤° à¤•à¤°à¥‡à¤‚.
Please subscribe to the channel - https://goo.gl/nat4z1
Most Recent Video  - https://goo.gl/Q2u8Wm 
Most Popular Video   - https://goo.gl/wzcVY1
=â€¦.=â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.=
New Videos every Wednesday and Friday
=â€¦.=â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.==â€¦.=
à¤¹à¤¿à¤®à¥à¤®à¤¤, à¤¹à¤°à¤•à¤¤, à¤¹à¥‹à¤¶à¤¿à¤¯à¤¾à¤°à¥€
à¤¹à¤® à¤œà¥€à¤¤à¥‡à¤‚à¤—à¥‡

https://www.videezy.com/food-and-drink/7650-instant-noodles-timelapse
https://www.videezy.com/food-and-drink/5930-food
https://www.videezy.com/people/6307-a-fun-rollercoaster-in-orlando-florida
https://www.videezy.com/random-objects/8049-old-typewriter-writing
https://www.videezy.com/people/7559-footage-of-a-man-writing-in-a-notebook
http://www.vidsplay.com/candle.html
VIDEO BY https://vimeo.com/user2673276 from http://mazwai.com/#/videos/225 under CC 3.0 http://creativecommons.org/licenses/by/3.0/us/ 
video by https://vimeo.com/timw from  http://mazwai.com/#/videos/212 under CC3.0 http://creativecommons.org/licenses/by/3.0/us/ 
video by https://www.lytchee.com/ from  http://mazwai.com/#/videos/ 227 under CC3.0 http://creativecommons.org/licenses/by/3.0/us/ Music Credits
Music name -: Eternity by Whitesand https://youtu.be/X5c83Uixoj8 Music Credits
Music name -: Eternity by Whitesand https://youtu.be/X5c83Uixoj8
Bandcamp Link for-: https://whitesand.bandcamp.com/
Spotify-:https://open.spotify.com/artist/3GXunV3wsCpSdKp0L5tcNH",0,0:04:58,People & Blogs,"['law of attraction', 'success', 'hindi motivational video', 'Practice Gratitude', 'power', 'how to practice Gratitude', 'motivational video', 'in', 'gratitude in hindi', 'motivational hindi video', 'gratitude', 'harkat', 'hindi motivation', 'practice gratitude', 'hum jeetenge', 'gratitude practice', 'hindi practical motivation', 'attitude of gratitude', 'motivational video in hindi', 'gratitude story', 'the power of gratitude', 'power of gratitude', 'hindi', 'motivation', 'of', 'motivational speech']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=c_9sG-zG-hE,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=Gwed919jYhw,The Healing Power of Gratitude: Change Your Brain,Therapy in a Nutshell,unknown,95810,5674,0,362,"Thanks BetterHelp for sponsoring the video. BetterHelp: professional, affordable online counseling starting at around $65 a week: https://www.betterhelp.com/therapyinanutshell

In this video Iâ€™m going to teach you how gratitude changes the brain, as well as some really simple ways to practice gratitude to be happier and healthier. 

Learn more in one of my in-depth mental health courses: https://courses.therapyinanutshell.com/?utm_campaign=11252020&utm_medium=Description&utm_source=YouTube
Support my mission on Patreon: https://www.patreon.com/therapyinanutshell
Sign up for my newsletter: https://courses.therapyinanutshell.com/free-resources
Check out my favorite self-help books: https://kit.co/TherapyinaNutshell/best-self-help-books
Check out my podcast, Therapy in a Nutshell: https://tinpodcast.podbean.com/

Therapy in a Nutshell, LLC, and the information provided by Emma McAdam are solely intended for informational and entertainment purposes and are not a substitute for advice, diagnosis, or treatment regarding medical or mental health conditions. Although Emma McAdam is a licensed marriage and family therapist, the views expressed on this site or any related content should not be taken for medical or psychiatric advice. Always consult your physician before making any decisions related to your physical or mental health.

About Me:
Iâ€™m Emma McAdam. Iâ€™m a licensed Marriage and Family Therapist, and I have worked in various settings of change and growth since 2004. My experience includes juvenile corrections, adventure therapy programs, wilderness therapy programs, an eating disorder treatment center, a residential treatment center, and I currently work in an outpatient therapy clinic.  

In therapy I use a combination of Acceptance and Commitment Therapy, Systems Theory, positive psychology, and a bio-psycho-social approach to treating mental illness and other challenges we all face in life. The ideas from my videos are frequently adapted from multiple sources. Many of them come from Acceptance and Commitment Therapy, especially the work of Steven Hayes, Jason Luoma, and Russ Harris. The sections on stress and the mind-body connection derive from the work of Stephen Porges (the Polyvagal theory), Peter Levine (Somatic Experiencing) Francine Shapiro (EMDR), and Bessel Van Der Kolk. I also rely heavily on the work of the Arbinger institute for my overall understanding of our ability to choose our life's direction. 
And deeper than all of that, the Gospel of Jesus Christ orients my personal worldview and sense of security, peace, hope, and love https://www.churchofjesuschrist.org/comeuntochrist/believe

If you are in crisis, please contact the National Suicide Prevention Hotline at https://suicidepreventionlifeline.org/ or 1-800-273-TALK (8255) or your local emergency services.
Copyright Therapy in a Nutshell, LLC
----
Music licensed from www.Bensound.com or Artlist.io
Images from Freepik.com (premium license), Pixabay, or Wikimedia commons",0,0:11:40,Education,"['therapy in a nutshell', 'Gratitude', 'The Healing Power of Gratitude', '#givethanks', 'gratitude practice', 'gratitude tips', 'the science of happiness', 'gratitude motivational video', 'gratitude video', 'gratitude journal', 'the power of gratitude', 'power of gratitude']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=Gwed919jYhw,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=ph1BuMRFJ88,NEUROSCIENTIST:  Everyone Is Practising Gratitude Wrong! | Andrew Huberman,Life Navigation,unknown,5206,148,0,11,"Andrew Huberman talks to Joe Rogan about how gratitude should be practised compared to how most people are doing it.  JRE 1842.

#joerogan #joeroganexperience #andrewhuberman 

INSTAGRAM:
https://www.instagram.com/life.navigation/

Fair Use Disclaimer
The content, in accordance with fair use, has been repurposed with the intent of educating and inspiring others.
I must state that in NO way, shape or form am I intending to infringe rights of the copyright holder. Content used is strictly for research/reviewing purposes and to help educate. All under the Fair Use law.
Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.
-   This video has no negative impact on the original works.
-   This video is also for teaching purposes.
-   It is transformative in nature.
-   I only used parts of the videos to get point across where necessary.
If any owner of videos used here and would like them removed, please contact lifenavigation34@gmail.com. Any infringement was not done on purpose and will be rectified to the satisfaction of all parties.",0,0:02:08,People & Blogs,"['happiness', 'health', 'wealth', 'life navigation', 'Andrew huberman', 'Joe rogan', 'Joe rogan experience', 'jre', 'neuroscientist', 'gratitude', 'gratitude practice', 'grateful']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=ph1BuMRFJ88,Moderate_Profile,Yes,Prajukta,
Gratitude Practice,https://www.youtube.com/watch?v=p5qb-KiZxhQ,I Tried Gratitude Journal For 30 Days | Was It Worth It? (In Hindi),Pramila Dhyani,unknown,62492,3909,0,297,"I tried Gratitude journal for 30 days and shared my experience in this video.

30 DAY CHALLENGE VIDEOS:
â— I tried Waking Up at 4:30 am for 30 days : https://youtu.be/FqyScTXk4t8â€‹â€‹â€‹
â— I tried Journaling for 30 days : https://youtu.be/v_LgR4m5Y9wâ€‹â€‹â€‹
â— I Tried Running 20 minutes every day for 30 Days : https://youtu.be/J0f-Jx4-Q0câ€‹â€‹â€‹
â— I tried Satvic Diet for 30 days and lost 3 kgs! : https://youtu.be/XIV1nox2mscâ€‹â€‹â€‹
â— I tried to learn a music instrument (Ukulele) in 30 days : https://youtu.be/EKHV_g2RCCwâ€‹â€‹â€‹
â— I tried staying Productive for 30 days : https://youtu.be/Q1Nslk0WVcwâ€‹â€‹â€‹
â— I quit Tea for 30 days : https://youtu.be/ZAKAOB0YzZ8â€‹â€‹â€‹

MORE VIDEOS:
â— 3 Life Lessons that I have learned from my 30 day challenges : https://youtu.be/pAMiZl1luiAâ€‹â€‹â€‹
â— I tried 3 Day Juice Fast : https://youtu.be/lbgmdmBkqTYâ€‹â€‹â€‹
â— Challenges That I Failed and what did I learn from them : https://youtu.be/g0W_vvh6qsgâ€‹â€‹â€‹
â— How can you start your transformation? : https://youtu.be/2KKzYufDF_sâ€‹â€‹â€‹

#gratitudejournal #selfdevelopment #pramiladhyaniâ€‹",0,0:14:19,People & Blogs,"['gratitude journal', 'gratitude journal for 30 days', 'journal', 'gratitude practice for a month', 'gratitude morning practice', 'gratitude diary writing', 'gratitude practice', 'journal writing', 'diary writing', 'everyday journal routine', 'gratitude morning routine', 'gratitude affirmations', 'morning gratitude activity', 'morning diary writing', 'journal for 30 days', 'journal for a month', 'I tried gratitude journal for 30 days', '30 day challenge', 'gratitude journal benefits in hindi', 'gratitude benefits']",,youtube,,Gratitude Practice_https://www.youtube.com/watch?v=p5qb-KiZxhQ,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=h-IEKapF4C4,Video Clip #1: Professional Boundaries -  Introduction to Professional Boundaries,NCSBN,unknown,16433,17,0,0,"This video is from the Introduction Lesson of the ""Professional Boundaries in Nursing"" online CE Course at www.learningext.com. In this first video clip, you will be introduced to Mary RN. Mary is a home health nurse who violates the professional nurse-patient relationship when her personal affairs become entangled with her professional relationship with her patient.
ID=EDU010a",0,0:00:45,Nonprofits & Activism,"['ncsbn', 'professional boundaries', 'nursing']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=h-IEKapF4C4,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=Gf4FIt5DG4g,Setting Boundaries| Mental Health Lessons | RTÃ‰ Player Original,RTÃ‰ - IRELANDâ€™S NATIONAL PUBLIC SERVICE MEDIA,unknown,8019,0,0,0,"Why boundaries are important for us to have and how you can go about setting them.
See more at: http://www.rte.ie/player",0,0:02:18,Entertainment,"['RTE', 'Ireland', 'Irish']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=Gf4FIt5DG4g,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=LirG9tc88Ms,Professional Boundaries in Nursing- Full Version,NCSBN,unknown,185299,504,0,0,"Maintain professional boundaries and strengthen the therapeutic nurse-patient relationship. This video helps explain the continuum of professional behavior and the consequences of boundary crossings, boundary violations and professional sexual misconduct. Internal and external factors that contribute to professional boundary issues, including social media, are explored.

This video is part of the online nursing CE course, ""Professional Boundaries in Nursing"" offered by NCSBN Learning Extension and can be found at www.learningext.com.
ID=EDU010",0,0:09:13,Nonprofits & Activism,"['NCSBN', 'Nursing', 'professional boundaries']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=LirG9tc88Ms,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=msZX3uNZeRo,Video Clip #5 - Professional Boundaries - Recognizing Warning Signs,NCSBN,unknown,5633,5,0,0,"This video is from Lesson 2 in the ""Professional Boundaries in Nursing"" online CE Course at www.learningext.com. In this video clip you'll review some of the behaviors that can indicate a shift away from the therapeutic nurse-patient relationship. Knowing this information can help you avoid situations that may lead to boundary issues.
ID=EDU010e",0,0:00:52,Nonprofits & Activism,"['ncsbn', 'professional boundaries', 'nursing']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=msZX3uNZeRo,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=4SCrXqbhmCY,"Your 3-Step Guide to Setting Better Boundaries at Work |  The Way We Work, a TED series",TED,unknown,45275,1395,0,37,"Know you should establish clear limits at work but not sure how to do it? Here are a few strategies from relationship therapist and author Nedra Glover Tawwab that can help you feel more empowered and less overwhelmed, both on and off the job.

The Way We Work is a TED original video series where leaders and thinkers offer practical wisdom and insight into how we can adapt and thrive amid changing workplace conventions. Made possible with the support of Upwork. Visit https://go.ted.com/thewaywework for more! 

Visit http://TED.com to get our entire library of TED Talks, transcripts, translations, personalized talk recommendations and more.

The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know. 

Become a TED Member: http://ted.com/membership
Follow TED on Twitter: http://twitter.com/TEDTalks
Like TED on Facebook: http://facebook.com/TED
Subscribe to our channel: http://youtube.com/TED

TED's videos may be used for non-commercial purposes under a Creative Commons License, Attributionâ€“Non Commercialâ€“No Derivatives (or the CC BY â€“ NC â€“ ND 4.0 International) and in accordance with our TED Talks Usage Policy (https://www.ted.com/about/our-organization/our-policies-terms/ted-talks-usage-policy). For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request at https://media-requests.ted.com

#TheWayWeWork #Upwork",0,0:06:11,Science & Technology,"['TEDTalk', 'TEDTalks', 'TED Talk', 'TED Talks', 'TED', 'NedraGloverTawwab', 'Business', 'Upwork', 'relationships', 'boundaries', 'work', 'work boundaries', 'The Way We Work', 'A TED Series', 'mental health', 'decision making', 'work-life balance', 'work culture']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=4SCrXqbhmCY,Moderate_Profile,Yes,Prajukta,
Professional Boundaries,https://www.youtube.com/watch?v=m05T2Ye5hoc,How to Set Healthy Boundaries at Work (8 Tips for Creating Boundaries at Work),Career Contessa | Job Search + Career Advice,unknown,20233,381,0,26,"With technology, flexible work, and ever-changing workplaces, setting healthy boundaries at work is more difficult than ever before. Setting healthy boundaries for yourself at work starts earlyâ€”as early as the interview process itself.Â 

From the interview and onward, you teach employers and coworkers what sort of treatment you will accept. In this video, weâ€™ll go over 8 tips for establishing healthy boundaries at work.

And we want to know, what are some boundaries you have at work? Let us know in the comments.Â 

DOWNLOAD: Self-Love At Work Guide
http://bit.ly/2JCXr5f
READ more advice, interviews, and find FREE downloadable resources on our site:
http://bit.ly/ccYT
And for our WEEKLY newsletter, subscribe below:
http://bit.ly/CCEmailClub
Join the BEST Club & Follow Us on Instagram:
http://bit.ly/contessainsta

Work in Progress is a ""how to"" video series to help you with everything from interviewing for jobs to improving your confidence or negotiating a raise. We break these tough questions down into simple, actionable tasksâ€”getting you one step closer to owning your career.

#HowToSetBoundaries #BoundariesAtWork",0,0:06:23,Education,"['how to set boundaries at work', 'how to establish boundaries at work', 'how to create boundaries', 'how to create boundaries at work', 'creating boundaries', 'how to set boundaries']",,youtube,,Professional Boundaries_https://www.youtube.com/watch?v=m05T2Ye5hoc,Moderate_Profile,Yes,Prajukta,
Humor and Laughter,https://www.youtube.com/watch?v=k6dV8v-5K6A,Humor In Horror | Jayvijay Sachan | India's Laughter Champion,SET India,unknown,2352834,57992,0,1277,"A Click here to Subscribe to SET India: https://www.youtube.com/channel/UCpEhnqL0y41EpW2TvWAHD7Q?sub_confirmation=1

Click here to watch all the clips of India's Laughter Champion:
https://youtube.com/playlist?list=PLzufeTFnhupyVQZaV6B_Nyol9IsaJ04Re

Show Name: India's Laughter Champion
Contestant: Jayvijay Sachan
Judges: Shekhar Suman, Archana Puran Singh
Host: Rochelle Rao

#IndiasLaughterChampion #à¤‡à¤‚à¤¡à¤¿à¤¯à¤¾à¥›à¤²à¤¾à¤«à¥à¤Ÿà¤°à¤šà¥ˆà¤‚à¤ªà¤¿à¤¯à¤¨ #SETIndia

About India's Laughter Champion: 
----------------------------------------------------------------
India's Laughter Champion gives talented stand-up comedians opportunities to impress established comedians from all over the country. Who will win the coveted title?

Humor In Horror | Jayvijay Sachan | India's Laughter Champion",0,0:12:34,Entertainment,"['set reality shows', 'new set comedy show', 'set india comedian show', 'Set reality shows', 'Sony reality shows', 'reality shows on sony', 'talent shows on sony', 'new reality shows sony', ""india's laughter champion"", 'new comedy show', 'SET new comedy show', ""india's laughter champion full episode"", 'ILC FE', 'ILC new show on set', 'archana puran singh', 'Shekhar Suman', ""à¤‡à¤‚à¤¡à¤¿à¤¯à¤¾'à¥› à¤²à¤¾à¤«à¥à¤Ÿà¤° à¤šà¥ˆà¤‚à¤ªà¤¿à¤¯à¤¨"", 'ILC sony tv', 'ILC comedy show', ""india's laughter champion episode"", 'standup comedy', 'ilc ep', 'Jayvijay Sachan']",,youtube,,Humor and Laughter_https://www.youtube.com/watch?v=k6dV8v-5K6A,Moderate_Profile,Yes,Prajukta,
Humor and Laughter,https://www.youtube.com/watch?v=0HWnjM14csE,"""College Love"" - Stand Up Comedy by Rajat Sood | India's Laughter Champion",Rajat Sood,unknown,1069557,60626,0,1724,"""College Love"" - Stand Up Comedy by Rajat Sood | India's Laughter Champion: 
Every College Group has a love story or say incomplete love story to talk about which we adore and laugh at, every time we meet. 'College Love' is the Stand Up Comedy Video i.e story of a guy 'Ravi' who could never propose his crush and ended up being a Mehmaan at her Shaadi. We all know one Ravi or maybe we are a â€˜Raviâ€™. Enjoy the Video, Like, Comment your favorite line and Share with your friends.
#RajatSood #StandUpComedy #CollegeLove 

RAJAT SOOD - INDIA TOUR LINK:
https://in.bookmyshow.com/events/bigad-gaye-the-by-rajat-sood/ET00342617
Instagram: https://www.instagram.com/rajatsoodpomedy/

ABOUT THE CHANNEL:
Rajat Sood is the winner of India's biggest Comedy show on TV: India's Laughter Champion. You may have also seen him at The Kapil Sharma Show, The Sandeep Maheshwari Show. He is a Stand Up Pomedy (Poetry + Stand Up Comedy) Artist, Shayar, Host, Songwriter who publishes Entertaining YouTube Videos frequently. Watch and Enjoy!

CREDITS:
Written and Performed by Rajat Sood
Edited by: Ravi Arya
Special Thanks: 
Brijesh Jha, Badel Sharma, Harsh Gujral, Nishat Eqbal, Pawan Singh, Prajwal Raj, Rakesh Addlakha, Ravi Gupta, Shubham Shandiliya, Srushti Tawade, Shaurya Verma, Vishal Dhiman, Zakir Khan, Balraj Ghai and Team Habitat aur vo har insaan jo meri kala ko dua aur muhabbat deta hai

LINKS TO PLAYLIST:
POMEDY VIDEOS: https://bit.ly/2GucW0c
POETRY VIDEOS: https://cutt.ly/xjWiMMU

SOCIAL MEDIA LINKS:
Instagram: https://www.instagram.com/rajatsoodpomedy/
YouTube:  http://www.youtube.com/c/RajatSood
Facebook: https://www.facebook.com/RajatSoodPomedy/
Twitter: https://twitter.com/RajatSoodPomedy
Linked In: https://www.linkedin.com/in/rajatsoodpomedy
LinkTree:  https://linktr.ee/Rajatsood1011

For any work/Bookings/Collaboration, Email us at: workwithrajatsood@gmail.com

BE A PART OF MY JOURNEY:
Aap logon ke saath se ye zindagi khoobsoorat ho chuki hai. Dil se Thank you aap sabhi ko! Saath banaaye rakho! Like karo, share karo, apna favorite part Comment karo, aur sabse zaroori Channel ko subscribe karo.",0,0:14:01,Comedy,"['Rajat Sood', 'Rajat Sood New Video', 'Rajat Sood Comedy', 'Rajat Sood Pomedy', 'Stand Up Comedy', 'Indiaâ€™s Laughter Champion', 'Hindi Comedy', 'Funny love story', 'College Love story', 'Hindi Comedy Video', 'Indian Stand Up', 'Storytelling', 'Rajat Sood Stand Up Comedy', 'Rajat Sood Shayari', 'Romantic comedy', 'Rom Com', 'Zakir Khan', 'Indias Laughter Challenge', 'Stand Up Comedy on Love and Romance', 'SonyTV', 'The Kapil Sharma Show', 'Jayvijay Sachan', 'Anubhav Singh Bassi', 'Ravi Gupta', 'Harsh Gujral', 'Kapil Sharma']",,youtube,,Humor and Laughter_https://www.youtube.com/watch?v=0HWnjM14csE,Moderate_Profile,Yes,Prajukta,
